Orthogroup	Ofaveolata_out_PRO	Mcavernosa2015_out_PRO
OG0000044	Ofaveolata229249	Mcavernosa178232, Mcavernosa252388
OG0000044	Ofaveolata251908	Mcavernosa400102
OG0000044	Ofaveolata200071	Mcavernosa161087, Mcavernosa253853
OG0000044	Ofaveolata1812678	Mcavernosa266926, Mcavernosa46100, Mcavernosa129985, Mcavernosa104483, Mcavernosa215344, Mcavernosa318006, Mcavernosa284173, Mcavernosa426049, Mcavernosa89256, Mcavernosa185387, Mcavernosa301156, Mcavernosa73805, Mcavernosa489621
OG0000045	Ofaveolata1159913, Ofaveolata202227, Ofaveolata230032, Ofaveolata224934, Ofaveolata266030, Ofaveolata267578, Ofaveolata249789, Ofaveolata255907, Ofaveolata208617, Ofaveolata1550600, Ofaveolata265874, Ofaveolata216704, Ofaveolata253738, Ofaveolata259256, Ofaveolata249226, Ofaveolata262613, Ofaveolata191102, Ofaveolata145845, Ofaveolata258285, Ofaveolata268145, Ofaveolata266732, Ofaveolata1519444, Ofaveolata246947, Ofaveolata225154, Ofaveolata391411	Mcavernosa636217
OG0000046	Ofaveolata245269	Mcavernosa121046
OG0000046	Ofaveolata266548	Mcavernosa149154
OG0000046	Ofaveolata263283, Ofaveolata243032, Ofaveolata260051, Ofaveolata264715, Ofaveolata265546, Ofaveolata263924, Ofaveolata7187, Ofaveolata193657, Ofaveolata5265, Ofaveolata268288, Ofaveolata264493, Ofaveolata158343, Ofaveolata263153, Ofaveolata261513	Mcavernosa138640
OG0000047	Ofaveolata269452	Mcavernosa44459
OG0000047	Ofaveolata268787, Ofaveolata268967	Mcavernosa33394
OG0000047	Ofaveolata268350, Ofaveolata267049, Ofaveolata269696, Ofaveolata255295, Ofaveolata269067, Ofaveolata266532, Ofaveolata267990, Ofaveolata260363, Ofaveolata269057, Ofaveolata262904, Ofaveolata261124, Ofaveolata251846, Ofaveolata264975, Ofaveolata124975, Ofaveolata2807991, Ofaveolata269340	Mcavernosa1407
OG0000047	Ofaveolata269794	Mcavernosa28669
OG0000048	Ofaveolata256696	Mcavernosa36053, Mcavernosa138764, Mcavernosa58543
OG0000048	Ofaveolata219258	Mcavernosa415827, Mcavernosa157151, Mcavernosa7454, Mcavernosa36847, Mcavernosa106093, Mcavernosa98051, Mcavernosa289412, Mcavernosa241862, Mcavernosa571042, Mcavernosa147419, Mcavernosa82237, Mcavernosa135802, Mcavernosa60087, Mcavernosa229754, Mcavernosa290310, Mcavernosa131159, Mcavernosa20914, Mcavernosa93121, Mcavernosa173577
OG0000049	Ofaveolata265308	Mcavernosa504190
OG0000049	Ofaveolata237520, Ofaveolata244288	Mcavernosa81900
OG0000049	Ofaveolata257117	Mcavernosa309168
OG0000049	Ofaveolata253056	Mcavernosa208203, Mcavernosa185543, Mcavernosa251611, Mcavernosa351098, Mcavernosa165249, Mcavernosa263640, Mcavernosa81047, Mcavernosa485271, Mcavernosa109836
OG0000050	Ofaveolata256152	Mcavernosa132676
OG0000050	Ofaveolata2085814	Mcavernosa184014
OG0000050	Ofaveolata268888, Ofaveolata268934	Mcavernosa375090
OG0000050	Ofaveolata265123	Mcavernosa35360
OG0000050	Ofaveolata267015	Mcavernosa93774
OG0000050	Ofaveolata241265, Ofaveolata266607	Mcavernosa148211
OG0000050	Ofaveolata252156, Ofaveolata266077	Mcavernosa67803
OG0000050	Ofaveolata261714	Mcavernosa48935
OG0000050	Ofaveolata73274	Mcavernosa79057
OG0000051	Ofaveolata265803	Mcavernosa57988
OG0000051	Ofaveolata252452, Ofaveolata253077, Ofaveolata257806, Ofaveolata254235	Mcavernosa490078, Mcavernosa49872, Mcavernosa18320
OG0000051	Ofaveolata191594, Ofaveolata250159, Ofaveolata269810, Ofaveolata267572	Mcavernosa11871
OG0000051	Ofaveolata267739	Mcavernosa106479
OG0000051	Ofaveolata269746	Mcavernosa14809
OG0000051	Ofaveolata269659	Mcavernosa354844
OG0000051	Ofaveolata269465, Ofaveolata269735, Ofaveolata266231	Mcavernosa140107
OG0000052	Ofaveolata254017	Mcavernosa223505
OG0000052	Ofaveolata208803, Ofaveolata219029, Ofaveolata248508, Ofaveolata685806, Ofaveolata209294, Ofaveolata265522, Ofaveolata163304, Ofaveolata263092, Ofaveolata253770, Ofaveolata253668, Ofaveolata255711, Ofaveolata257823, Ofaveolata255386, Ofaveolata267875, Ofaveolata241075, Ofaveolata257065, Ofaveolata258025, Ofaveolata160366, Ofaveolata188267, Ofaveolata242359, Ofaveolata8281	Mcavernosa280169
OG0000053	Ofaveolata269186	Mcavernosa88029
OG0000053	Ofaveolata259587, Ofaveolata262479, Ofaveolata193192, Ofaveolata143756, Ofaveolata245775, Ofaveolata269265, Ofaveolata268930, Ofaveolata268555, Ofaveolata268333, Ofaveolata269869, Ofaveolata262916, Ofaveolata264753, Ofaveolata269556, Ofaveolata268805, Ofaveolata268744, Ofaveolata268207, Ofaveolata253763, Ofaveolata225118, Ofaveolata269854, Ofaveolata267639, Ofaveolata269586	Mcavernosa94871
OG0000054	Ofaveolata2144724	Mcavernosa244499
OG0000054	Ofaveolata72517	Mcavernosa386363, Mcavernosa218275, Mcavernosa334584, Mcavernosa214407
OG0000054	Ofaveolata221924	Mcavernosa8078, Mcavernosa322154, Mcavernosa298338, Mcavernosa717499, Mcavernosa371020, Mcavernosa172896, Mcavernosa516709, Mcavernosa50302
OG0000055	Ofaveolata262295	Mcavernosa116226
OG0000055	Ofaveolata259982	Mcavernosa107953
OG0000055	Ofaveolata265694	Mcavernosa2033
OG0000055	Ofaveolata264116	Mcavernosa30237
OG0000055	Ofaveolata260937	Mcavernosa41383
OG0000055	Ofaveolata265066	Mcavernosa43119
OG0000055	Ofaveolata261094, Ofaveolata267272	Mcavernosa202490
OG0000055	Ofaveolata247941, Ofaveolata260591, Ofaveolata261210	Mcavernosa285332
OG0000055	Ofaveolata267004	Mcavernosa391906, Mcavernosa403873, Mcavernosa308161
OG0000056	Ofaveolata255585	Mcavernosa26143
OG0000056	Ofaveolata252169	Mcavernosa61303
OG0000056	Ofaveolata248937	Mcavernosa126084
OG0000056	Ofaveolata261315	Mcavernosa44401
OG0000056	Ofaveolata229430	Mcavernosa236355, Mcavernosa44194, Mcavernosa11941, Mcavernosa91017, Mcavernosa69555
OG0000056	Ofaveolata237081, Ofaveolata1223634	Mcavernosa25810
OG0000056	Ofaveolata244765	Mcavernosa113264, Mcavernosa10925
OG0000057	Ofaveolata265641	Mcavernosa96796
OG0000057	Ofaveolata258914	Mcavernosa98425, Mcavernosa20813
OG0000057	Ofaveolata268887	Mcavernosa51572
OG0000057	Ofaveolata261051	Mcavernosa19737
OG0000057	Ofaveolata256916, Ofaveolata262050	Mcavernosa268465
OG0000057	Ofaveolata252829	Mcavernosa39229
OG0000057	Ofaveolata2187524, Ofaveolata181732, Ofaveolata189237	Mcavernosa455536
OG0000058	Ofaveolata267353	Mcavernosa107252
OG0000058	Ofaveolata204328	Mcavernosa82543
OG0000058	Ofaveolata278094	Mcavernosa1757
OG0000058	Ofaveolata269168	Mcavernosa102422, Mcavernosa15437
OG0000059	Ofaveolata258841	Mcavernosa214237
OG0000059	Ofaveolata258635	Mcavernosa387100
OG0000059	Ofaveolata248713	Mcavernosa424581
OG0000059	Ofaveolata163574, Ofaveolata250979, Ofaveolata265777, Ofaveolata401513, Ofaveolata217273	Mcavernosa660090
OG0000059	Ofaveolata259583, Ofaveolata252391, Ofaveolata245650, Ofaveolata264481	Mcavernosa228671
OG0000060	Ofaveolata263348	Mcavernosa362837
OG0000060	Ofaveolata259699	Mcavernosa138623
OG0000060	Ofaveolata252942	Mcavernosa204801
OG0000060	Ofaveolata259687	Mcavernosa274762
OG0000060	Ofaveolata260683	Mcavernosa111101
OG0000060	Ofaveolata235098	Mcavernosa56954
OG0000060	Ofaveolata268088	Mcavernosa31534
OG0000061	Ofaveolata237215	Mcavernosa20362
OG0000061	Ofaveolata262906	Mcavernosa80459, Mcavernosa47013, Mcavernosa52688, Mcavernosa14933, Mcavernosa199389, Mcavernosa469730, Mcavernosa49460, Mcavernosa36340, Mcavernosa146150, Mcavernosa13518, Mcavernosa230612, Mcavernosa119114, Mcavernosa36881, Mcavernosa38068, Mcavernosa26341, Mcavernosa37943, Mcavernosa105158, Mcavernosa9442, Mcavernosa163902
OG0000062	Ofaveolata266578	Mcavernosa420049
OG0000062	Ofaveolata1954489	Mcavernosa335704
OG0000062	Ofaveolata245914	Mcavernosa188940, Mcavernosa244795
OG0000062	Ofaveolata223692	Mcavernosa423360, Mcavernosa50511, Mcavernosa174268, Mcavernosa67887, Mcavernosa555031, Mcavernosa211173, Mcavernosa182136, Mcavernosa73654, Mcavernosa50142, Mcavernosa144912
OG0000063	Ofaveolata81414	Mcavernosa473677
OG0000063	Ofaveolata263453, Ofaveolata46648	Mcavernosa27319
OG0000063	Ofaveolata178686, Ofaveolata219766, Ofaveolata2688144, Ofaveolata200542	Mcavernosa159392
OG0000064	Ofaveolata250610	Mcavernosa317
OG0000064	Ofaveolata263932	Mcavernosa103351
OG0000064	Ofaveolata158125	Mcavernosa12503
OG0000064	Ofaveolata211995, Ofaveolata235111, Ofaveolata253327	Mcavernosa7079
OG0000064	Ofaveolata233209, Ofaveolata15720, Ofaveolata725578, Ofaveolata261708, Ofaveolata268276	Mcavernosa24811
OG0000064	Ofaveolata264523	Mcavernosa189373
OG0000065	Ofaveolata266801	Mcavernosa62022
OG0000065	Ofaveolata261116	Mcavernosa112308
OG0000065	Ofaveolata266289	Mcavernosa11815
OG0000065	Ofaveolata269259, Ofaveolata263668, Ofaveolata242352, Ofaveolata722023, Ofaveolata230693, Ofaveolata236540, Ofaveolata240237, Ofaveolata269834, Ofaveolata243810, Ofaveolata248651, Ofaveolata238851, Ofaveolata255649, Ofaveolata269621, Ofaveolata269544	Mcavernosa6527
OG0000066	Ofaveolata261111	Mcavernosa57968
OG0000066	Ofaveolata263898, Ofaveolata256355, Ofaveolata250269, Ofaveolata265365	Mcavernosa183793
OG0000066	Ofaveolata227245, Ofaveolata234837, Ofaveolata251218, Ofaveolata251805, Ofaveolata2092435, Ofaveolata234657, Ofaveolata258803, Ofaveolata754395, Ofaveolata239808, Ofaveolata251188, Ofaveolata235975, Ofaveolata255401, Ofaveolata258259, Ofaveolata258766	Mcavernosa185374
OG0000067	Ofaveolata268010, Ofaveolata200068, Ofaveolata264629, Ofaveolata260146, Ofaveolata260614, Ofaveolata264309, Ofaveolata269114, Ofaveolata259498, Ofaveolata269698, Ofaveolata267115, Ofaveolata252753, Ofaveolata269802, Ofaveolata264887, Ofaveolata267903, Ofaveolata269392, Ofaveolata216188, Ofaveolata1183497, Ofaveolata269461, Ofaveolata268707, Ofaveolata243803, Ofaveolata262394	Mcavernosa21833
OG0000068	Ofaveolata258384	Mcavernosa90817
OG0000068	Ofaveolata252865, Ofaveolata256043, Ofaveolata249344, Ofaveolata265338, Ofaveolata235480	Mcavernosa299306
OG0000068	Ofaveolata820818, Ofaveolata166172, Ofaveolata264790, Ofaveolata264026	Mcavernosa215651
OG0000068	Ofaveolata263749, Ofaveolata257567	Mcavernosa343211
OG0000069	Ofaveolata245309	Mcavernosa86021
OG0000069	Ofaveolata106952	Mcavernosa465172
OG0000069	Ofaveolata244986	Mcavernosa35207, Mcavernosa6740
OG0000069	Ofaveolata16142, Ofaveolata250670	Mcavernosa49764
OG0000069	Ofaveolata246320	Mcavernosa105532
OG0000069	Ofaveolata254452	Mcavernosa278395, Mcavernosa251075, Mcavernosa173282, Mcavernosa258340
OG0000071	Ofaveolata2197740	Mcavernosa95299
OG0000071	Ofaveolata1167146	Mcavernosa116049, Mcavernosa192243, Mcavernosa268715, Mcavernosa349962, Mcavernosa232170, Mcavernosa156486, Mcavernosa312665, Mcavernosa327865, Mcavernosa651718, Mcavernosa566593, Mcavernosa437350, Mcavernosa324192, Mcavernosa154093, Mcavernosa119759, Mcavernosa64969, Mcavernosa20819, Mcavernosa271185
OG0000072	Ofaveolata186440	Mcavernosa597896
OG0000072	Ofaveolata250779	Mcavernosa33323
OG0000072	Ofaveolata260180	Mcavernosa57801
OG0000072	Ofaveolata266998	Mcavernosa95442, Mcavernosa9502
OG0000072	Ofaveolata264332	Mcavernosa60199, Mcavernosa147601
OG0000072	Ofaveolata265670	Mcavernosa171610
OG0000073	Ofaveolata150584	Mcavernosa25044
OG0000073	Ofaveolata262607	Mcavernosa349280, Mcavernosa497766
OG0000073	Ofaveolata231768	Mcavernosa54315
OG0000073	Ofaveolata3102889, Ofaveolata176627	Mcavernosa42162
OG0000073	Ofaveolata257746	Mcavernosa350899
OG0000073	Ofaveolata265490, Ofaveolata1510712	Mcavernosa625473
OG0000074	Ofaveolata260047	Mcavernosa130987
OG0000074	Ofaveolata221336	Mcavernosa168360, Mcavernosa307352
OG0000074	Ofaveolata162350	Mcavernosa4684
OG0000074	Ofaveolata113477	Mcavernosa1809
OG0000074	Ofaveolata255527	Mcavernosa13944
OG0000074	Ofaveolata130073	Mcavernosa506501
OG0000075	Ofaveolata241597	Mcavernosa22312
OG0000075	Ofaveolata264811	Mcavernosa135178
OG0000075	Ofaveolata265423, Ofaveolata199913, Ofaveolata264393	Mcavernosa16062
OG0000075	Ofaveolata266455, Ofaveolata255911, Ofaveolata260391, Ofaveolata268749, Ofaveolata255514, Ofaveolata253238, Ofaveolata266541, Ofaveolata2667897, Ofaveolata268968, Ofaveolata1015062	Mcavernosa396769, Mcavernosa76349
OG0000076	Ofaveolata251321, Ofaveolata247154, Ofaveolata1380030, Ofaveolata257760, Ofaveolata168187, Ofaveolata246272, Ofaveolata265515, Ofaveolata269307, Ofaveolata252592, Ofaveolata247676, Ofaveolata164686, Ofaveolata257630, Ofaveolata3992, Ofaveolata243793, Ofaveolata49010, Ofaveolata260453, Ofaveolata189052, Ofaveolata2092001	Mcavernosa266921, Mcavernosa261585
OG0000079	Ofaveolata226030	Mcavernosa593248
OG0000079	Ofaveolata228073	Mcavernosa30776
OG0000079	Ofaveolata251812	Mcavernosa26610
OG0000079	Ofaveolata264274	Mcavernosa8847
OG0000079	Ofaveolata262353, Ofaveolata262229, Ofaveolata250867	Mcavernosa16882
OG0000079	Ofaveolata268068	Mcavernosa25976
OG0000079	Ofaveolata245873	Mcavernosa173187
OG0000079	Ofaveolata260589	Mcavernosa75212
OG0000080	Ofaveolata262873	Mcavernosa240310
OG0000080	Ofaveolata267216	Mcavernosa62308
OG0000080	Ofaveolata251064	Mcavernosa150518
OG0000080	Ofaveolata265894, Ofaveolata259454, Ofaveolata268370, Ofaveolata264232, Ofaveolata269421	Mcavernosa48663
OG0000080	Ofaveolata269456, Ofaveolata268226	Mcavernosa102927
OG0000080	Ofaveolata244913	Mcavernosa164711, Mcavernosa236753, Mcavernosa17275
OG0000081	Ofaveolata1595219	Mcavernosa34756
OG0000081	Ofaveolata71500	Mcavernosa426564
OG0000081	Ofaveolata266180	Mcavernosa315213, Mcavernosa178923, Mcavernosa621060, Mcavernosa208459, Mcavernosa106262, Mcavernosa184491, Mcavernosa135664, Mcavernosa132693, Mcavernosa101773, Mcavernosa407777, Mcavernosa284298, Mcavernosa218033, Mcavernosa151489, Mcavernosa83335
OG0000082	Ofaveolata251255	Mcavernosa564916
OG0000082	Ofaveolata260762	Mcavernosa58406
OG0000082	Ofaveolata259945	Mcavernosa239871, Mcavernosa172480, Mcavernosa51504, Mcavernosa260995
OG0000082	Ofaveolata1447043	Mcavernosa286831, Mcavernosa487129, Mcavernosa299664, Mcavernosa197080, Mcavernosa234485, Mcavernosa78616
OG0000083	Ofaveolata134870	Mcavernosa84016
OG0000083	Ofaveolata241391	Mcavernosa54892
OG0000083	Ofaveolata253021, Ofaveolata252493	Mcavernosa89790, Mcavernosa171413, Mcavernosa59607, Mcavernosa86915, Mcavernosa34600, Mcavernosa210260, Mcavernosa353703, Mcavernosa268587, Mcavernosa137420, Mcavernosa345538, Mcavernosa137377, Mcavernosa175046
OG0000084	Ofaveolata154802	Mcavernosa135470, Mcavernosa43941
OG0000084	Ofaveolata1213605	Mcavernosa304732
OG0000084	Ofaveolata264022	Mcavernosa16598
OG0000084	Ofaveolata266997	Mcavernosa21176
OG0000084	Ofaveolata268781	Mcavernosa19315
OG0000084	Ofaveolata266838	Mcavernosa172708
OG0000085	Ofaveolata188075	Mcavernosa481055
OG0000085	Ofaveolata216218	Mcavernosa585823
OG0000085	Ofaveolata245947	Mcavernosa135763, Mcavernosa310824, Mcavernosa147809, Mcavernosa468382, Mcavernosa160935, Mcavernosa143076
OG0000085	Ofaveolata1832262	Mcavernosa480462, Mcavernosa175139, Mcavernosa208245
OG0000085	Ofaveolata207664	Mcavernosa442372, Mcavernosa21121
OG0000086	Ofaveolata247644	Mcavernosa295044, Mcavernosa107422
OG0000086	Ofaveolata228577	Mcavernosa187000
OG0000086	Ofaveolata208786	Mcavernosa225781
OG0000086	Ofaveolata269737	Mcavernosa7186
OG0000086	Ofaveolata268817	Mcavernosa261293, Mcavernosa211379, Mcavernosa23397, Mcavernosa136050, Mcavernosa159898, Mcavernosa173631, Mcavernosa154430, Mcavernosa49539
OG0000087	Ofaveolata268316	Mcavernosa3706
OG0000087	Ofaveolata262153	Mcavernosa213331
OG0000087	Ofaveolata269288	Mcavernosa41862
OG0000088	Ofaveolata244750, Ofaveolata253948, Ofaveolata73786, Ofaveolata237405, Ofaveolata265434, Ofaveolata249165, Ofaveolata146668, Ofaveolata224760, Ofaveolata254029, Ofaveolata267896, Ofaveolata247342, Ofaveolata209663, Ofaveolata122587, Ofaveolata236032, Ofaveolata259989, Ofaveolata243584, Ofaveolata214012, Ofaveolata169658	Mcavernosa2352
OG0000089	Ofaveolata1312012	Mcavernosa146862, Mcavernosa184603, Mcavernosa417775, Mcavernosa367761, Mcavernosa260450, Mcavernosa113649, Mcavernosa72976, Mcavernosa132003, Mcavernosa489603, Mcavernosa226374, Mcavernosa573989, Mcavernosa305275, Mcavernosa229469, Mcavernosa649382, Mcavernosa48155, Mcavernosa237657, Mcavernosa342173
OG0000091	Ofaveolata76667	Mcavernosa50704
OG0000091	Ofaveolata162093	Mcavernosa172247
OG0000091	Ofaveolata24741	Mcavernosa285488
OG0000091	Ofaveolata6360	Mcavernosa86012, Mcavernosa373845
OG0000091	Ofaveolata269524	Mcavernosa598250, Mcavernosa558842, Mcavernosa369250, Mcavernosa169658
OG0000092	Ofaveolata228551	Mcavernosa193555, Mcavernosa66410, Mcavernosa315402
OG0000092	Ofaveolata235177	Mcavernosa223648, Mcavernosa110789, Mcavernosa386802, Mcavernosa568365, Mcavernosa303718, Mcavernosa561344, Mcavernosa448539, Mcavernosa603054, Mcavernosa302763, Mcavernosa743928, Mcavernosa217562, Mcavernosa112143, Mcavernosa109000
OG0000093	Ofaveolata261797	Mcavernosa731102
OG0000093	Ofaveolata259196	Mcavernosa206343
OG0000093	Ofaveolata241293	Mcavernosa365861
OG0000093	Ofaveolata268411, Ofaveolata238514, Ofaveolata253785, Ofaveolata250012, Ofaveolata257548	Mcavernosa469286
OG0000094	Ofaveolata80259	Mcavernosa405352
OG0000094	Ofaveolata268556	Mcavernosa24890
OG0000094	Ofaveolata259720	Mcavernosa250026
OG0000094	Ofaveolata268879, Ofaveolata266031	Mcavernosa85946
OG0000094	Ofaveolata258613, Ofaveolata269562, Ofaveolata256518, Ofaveolata268035	Mcavernosa98046
OG0000095	Ofaveolata253621	Mcavernosa650615
OG0000095	Ofaveolata249130, Ofaveolata175161, Ofaveolata258286	Mcavernosa519102
OG0000095	Ofaveolata210223, Ofaveolata254039, Ofaveolata238933, Ofaveolata264073, Ofaveolata249214, Ofaveolata227775, Ofaveolata161426, Ofaveolata235372, Ofaveolata256522	Mcavernosa210924
OG0000097	Ofaveolata257456	Mcavernosa109772
OG0000097	Ofaveolata254830	Mcavernosa109049
OG0000097	Ofaveolata265640	Mcavernosa50811, Mcavernosa27275
OG0000097	Ofaveolata256961	Mcavernosa203878, Mcavernosa48209, Mcavernosa9816, Mcavernosa96158, Mcavernosa100847, Mcavernosa57746, Mcavernosa336471, Mcavernosa294963, Mcavernosa135716
OG0000098	Ofaveolata268886	Mcavernosa31239
OG0000098	Ofaveolata269187	Mcavernosa61405
OG0000098	Ofaveolata166877	Mcavernosa12989
OG0000098	Ofaveolata253428	Mcavernosa388368
OG0000098	Ofaveolata212204	Mcavernosa58117
OG0000099	Ofaveolata267713	Mcavernosa347669
OG0000099	Ofaveolata262024	Mcavernosa614119
OG0000099	Ofaveolata268516	Mcavernosa341486
OG0000099	Ofaveolata263264	Mcavernosa305379
OG0000099	Ofaveolata258107, Ofaveolata266652	Mcavernosa33275
OG0000099	Ofaveolata265373	Mcavernosa195838, Mcavernosa145091
OG0000099	Ofaveolata154706	Mcavernosa373262
OG0000100	Ofaveolata313289	Mcavernosa25590
OG0000100	Ofaveolata253006	Mcavernosa75139
OG0000100	Ofaveolata257516	Mcavernosa12796
OG0000100	Ofaveolata199476	Mcavernosa325714
OG0000100	Ofaveolata266545	Mcavernosa29940
OG0000100	Ofaveolata252795	Mcavernosa329996
OG0000101	Ofaveolata260124	Mcavernosa136329
OG0000101	Ofaveolata251117	Mcavernosa292549
OG0000101	Ofaveolata262519	Mcavernosa58267
OG0000101	Ofaveolata242208	Mcavernosa241507, Mcavernosa170877
OG0000101	Ofaveolata269414, Ofaveolata262533, Ofaveolata237965	Mcavernosa166938
OG0000102	Ofaveolata268451	Mcavernosa71551
OG0000102	Ofaveolata263150, Ofaveolata244319, Ofaveolata263047, Ofaveolata266490, Ofaveolata262292, Ofaveolata231077, Ofaveolata259839, Ofaveolata258304, Ofaveolata255042, Ofaveolata260066, Ofaveolata225100, Ofaveolata258526, Ofaveolata264803, Ofaveolata264093	Mcavernosa197042
OG0000103	Ofaveolata269322	Mcavernosa33804
OG0000103	Ofaveolata263958	Mcavernosa123967
OG0000103	Ofaveolata122581, Ofaveolata239205	Mcavernosa26594, Mcavernosa415773, Mcavernosa222182
OG0000103	Ofaveolata259374, Ofaveolata252676	Mcavernosa49689
OG0000103	Ofaveolata267312	Mcavernosa30164
OG0000103	Ofaveolata267489	Mcavernosa51187
OG0000104	Ofaveolata265259	Mcavernosa22094
OG0000104	Ofaveolata263446	Mcavernosa338710, Mcavernosa356297
OG0000104	Ofaveolata256516, Ofaveolata254238, Ofaveolata266063, Ofaveolata255622, Ofaveolata168069, Ofaveolata267008, Ofaveolata268812, Ofaveolata268722, Ofaveolata261610, Ofaveolata261683, Ofaveolata265150	Mcavernosa1670
OG0000105	Ofaveolata269813	Mcavernosa36183
OG0000105	Ofaveolata269330	Mcavernosa2707
OG0000105	Ofaveolata269345, Ofaveolata260483	Mcavernosa4494
OG0000105	Ofaveolata268688	Mcavernosa214031
OG0000105	Ofaveolata259820, Ofaveolata250221, Ofaveolata226942, Ofaveolata263162, Ofaveolata266167, Ofaveolata267722, Ofaveolata264826	Mcavernosa31412
OG0000106	Ofaveolata268911	Mcavernosa45981
OG0000106	Ofaveolata265839	Mcavernosa901
OG0000106	Ofaveolata268408	Mcavernosa64884, Mcavernosa1561
OG0000106	Ofaveolata269531	Mcavernosa24511
OG0000106	Ofaveolata260021	Mcavernosa269
OG0000106	Ofaveolata267641	Mcavernosa676, Mcavernosa37248
OG0000106	Ofaveolata254534	Mcavernosa13658, Mcavernosa247
OG0000107	Ofaveolata254532	Mcavernosa59940
OG0000107	Ofaveolata226441, Ofaveolata263269, Ofaveolata262486, Ofaveolata243304, Ofaveolata263876, Ofaveolata254469, Ofaveolata263527, Ofaveolata166569, Ofaveolata77671, Ofaveolata195478, Ofaveolata182889, Ofaveolata1291282, Ofaveolata259142, Ofaveolata265999	Mcavernosa97997
OG0000108	Ofaveolata260442, Ofaveolata264572	Mcavernosa145580
OG0000108	Ofaveolata211552	Mcavernosa430016
OG0000108	Ofaveolata240401, Ofaveolata212876, Ofaveolata65554, Ofaveolata251608, Ofaveolata189141, Ofaveolata249003	Mcavernosa550917
OG0000108	Ofaveolata260430, Ofaveolata254914, Ofaveolata162491, Ofaveolata266334	Mcavernosa284171
OG0000109	Ofaveolata235499	Mcavernosa40246
OG0000109	Ofaveolata132886, Ofaveolata247590, Ofaveolata226232, Ofaveolata262763, Ofaveolata229615, Ofaveolata226147, Ofaveolata167980, Ofaveolata263783, Ofaveolata256885, Ofaveolata163843, Ofaveolata260931, Ofaveolata262237, Ofaveolata263538, Ofaveolata264560	Mcavernosa136235
